,,text,text,text,text,text,text
source,,Media Studio,Twitter Ads,Twitter Web Client,Twitter for Android,Twitter for iPad,Twitter for iPhone
year,month,,,,,,
2017,01,,,,,,
2017,02,,,,,,
2017,03,,,,1.0,,1.0
2017,04,,,,,,
2017,05,,,,,,3.0
2017,06,,,,,,5.0
2017,07,,,,,,6.0
2017,08,,,,,,
2017,09,,,,,,
2017,10,,,,,,1.0
2017,11,,,,,,
2017,12,,,,,,2.0
2018,01,,,,,,1.0
2018,02,,,,,,3.0
2018,03,,,,,,2.0
2018,04,,,,,,9.0
2018,05,,,,,,20.0
2018,06,,,,,,27.0
2018,07,,,,,,19.0
2018,08,,,,,,25.0
