,created_date,week,sentiment.compound,id,text-encoded
70,2017-05-28 14:43:53,22,-0.7339,868840252227674113,British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!
71,2017-05-30 10:40:36,22,-0.7841,869503804307275776,"We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change"
72,2017-05-29 00:20:11,22,-0.8028,868985285207629825,The Fake News Media works hard at disparaging &amp; demeaning my use of social media because they don't want America to hear the real story!
73,2017-05-31 11:14:48,22,-0.8256,869874798087819264,"Kathy Griffin should be ashamed of herself. My children, especially my 11 year old son, Barron, are having a hard time with this. Sick!"
74,2017-06-03 23:01:54,22,-0.8519,871139911298101248,RT @DRUDGE_REPORT: Fears of new terror attack after van 'mows down 20 people' on London Bridge...
75,2017-05-28 12:45:16,22,-0.8805,868810404335673344,....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!
76,2017-05-28 12:35:29,22,-0.8805,868807940744126464,....it is very possible that those sources don't exsist but are made up by fake news writers. #FakeNews is the enemy!
77,2017-05-25 20:06:09,21,0.932,867834190078906370,"Thank you for your support. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!
#POTUSAbroad #USA https://t.co/42vCwr5GkA"
78,2017-05-25 14:33:51,21,0.902,867750567220715521,RT @FLOTUS: Thank u to Queen Fabiola University Hospital! Enjoyed creating paper flowers with amazing patients &amp; getting a tour. #Brussels...
79,2017-05-23 15:58:37,21,0.8779,867047119974170625,All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.
80,2017-05-23 15:47:21,21,0.876,867044286352809984,"Israel, Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican &amp; Pope, then #G7 and #NATO."
81,2017-05-26 10:13:41,21,0.7841,868047480847568896,Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.
82,2017-05-24 20:11:18,21,0.7712,867473100434161664,"Thank you for the warm welcome to Brussels, Belgium this afternoon! https://t.co/1AvYSameD4"
83,2017-05-26 20:39:51,21,0.7351,868205058743250944,"On behalf of @FLOTUS Melania and myself, thank you for a wonderful dinner and evening, President Sergio Mattarella.... https://t.co/EhvWgjkRrY"
84,2017-05-23 15:43:16,21,0.7351,867043258932875264,"Thank you for such a wonderful and unforgettable visit, Prime Minister @Netanyahu and @PresidentRuvi."
85,2017-05-24 12:20:07,21,0.6901,867354520526872576,Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEAC... https://t.co/Jhe7SROaxD
86,2017-05-27 16:16:47,21,0.6249,868501243823575040,"Just left the #G7Summit. Had great meetings on everything, especially on trade where...."
87,2017-05-23 12:04:48,21,0.6124,866988278184116224,We stand in absolute solidarity with the people of the United Kingdom. https://t.co/X6fUUxxYXE
88,2017-05-27 16:17:30,21,0.5719,868501423566315520,"....""we push for the removal of all trade-distorting practices....to foster a truly level playing field."""
89,2017-05-27 10:03:12,21,0.5719,868407229380268033,"Many NATO countries have agreed to step up payments considerably, as they should. Money is beginning to pour in- NATO will be much stronger."
90,2017-05-21 11:15:30,21,0.5719,866251096649588738,RT @FLOTUS: I had a wonderful time with the students at the American International School #Riyadh today. #SaudiaArabia https://t.co/AVzVV0W...
91,2017-05-26 10:14:12,21,0.5106,868047612301148160,"Getting ready to engage G7 leaders on many issues including economic growth, terrorism, and security."
92,2017-05-25 17:54:17,21,0.3818,867801005018230786,"Today's ceremony is a day for both remembrance and resolve.
#NATOMeeting #NATO https://t.co/YNZV3bTekB"
93,2017-05-22 13:13:48,21,0.3818,866643258390302721,"RT @netanyahu: Ever Stronger
 
 https://t.co/Ecf5p4HjfZ"
94,2017-05-22 20:14:46,21,0.3612,866749195297976320,"Prime Minister @Netanyahu and @PresidentRuvi- on behalf of @FLOTUS Melania and myself, thank you for the invitation... https://t.co/Z5YCpaRV6t"
95,2017-05-27 17:19:37,21,0.0,868517059407335424,"Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS, JOBS, JOBS!"
96,2017-05-27 16:22:01,21,0.0,868502563347451904,I look forward to reading the @CommerceGov 232 analysis of steel and aluminum- to be released in June. Will take major action if necessary.
97,2017-05-27 12:17:51,21,0.0,868441116726710272,I will make my final decision on the Paris Accord next week!
98,2017-05-25 22:44:57,21,0.0,867874154497937408,"Just arrived in Taormina with @FLOTUS Melania. 
#G7Summit #USA https://t.co/l7aXolKBiK"
99,2017-05-21 21:51:53,21,0.0,866411249092902912,#RiyadhSummit #POTUSAbroad https://t.co/WdDEOiV6oS
100,2017-05-21 16:47:25,21,0.0,866334629036384256,"Speech transcript at Arab Islamic American Summit https://t.co/eUWxJXJxbe

Replay https://t.co/VtmlSqciXx

#RiyadhSummit #POTUSAbroad"
101,2017-05-27 09:58:37,21,-0.4817,868406076995235840,"Big G7 meetings today. Lots of very important matters under discussion. First on the list, of course, is terrorism. #G7Taormina"
102,2017-05-26 20:26:55,21,-0.8225,868201805934678017,Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evilhttps://t.co/haeuvCIF6I
103,2017-05-14 15:13:45,20,0.9501,863774341921742848,"Wishing @FLOTUS Melania and all of the great mothers out there a wonderful day ahead with family and friends! 

Happy #MothersDay"
104,2017-05-17 20:36:02,20,0.922,864942610191978496,It was my great honor to deliver the #CGACommencement17 at the @USCGAcademy. CONGRATULATIONS to the Class of 2017!... https://t.co/ehQanQXiSy
105,2017-05-20 15:50:29,20,0.9049,865957909565366272,"Thank you to the BRAVE servicemen &amp; women who have served, and continue to serve the United States- our true HEROES... https://t.co/ZTV9F639xM"
106,2017-05-18 22:45:15,20,0.8908,865337513245913089,"A great honor to welcome President Juan Manuel Santos of Colombia to the White House today!
Joint Press Conf... https://t.co/uWfiQEdsaY"
107,2017-05-16 19:38:42,20,0.8908,864565791076872192,"It was a great honor to welcome the President of Turkey, Recep Tayyip Erdogan, to the @WhiteHouse today! https://t.co/4BWjOCgnNv"
108,2017-05-19 14:24:08,20,0.8122,865573793531478017,Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do!
109,2017-05-20 09:44:31,20,0.6249,865865814099939328,"Great to be in Riyadh, Saudi Arabia. Looking forward to the afternoon and evening ahead. #POTUSAbroad https://t.co/JJOra0KfyR"
110,2017-05-15 19:54:09,20,0.5423,864207293289771012,"Today, I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. 
#NationalPoliceWeek
Watch... https://t.co/3EioVDCTqb"
111,2017-05-16 12:10:29,20,0.4767,864452996129853444,"I have been asking Director Comey &amp; others, from the beginning of my administration, to find the LEAKERS in the intelligence community....."
112,2017-05-18 11:52:14,20,0.4574,865173176854204416,This is the single greatest witch hunt of a politician in American history!
113,2017-05-16 11:03:36,20,0.296,864436162567471104,"As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do, facts pertaining...."
114,2017-05-19 22:16:06,20,0.0,865692565454106624,"#WeeklyAddress
https://t.co/UYEhgch4Hl https://t.co/HIQoFuc5cy"
115,2017-05-19 02:03:58,20,0.0,865387523371143168,"""President Donald J. Trump Proclaims 5/14/2017 through 5/20/2017 as #PoliceWeek""
Proclamation... https://t.co/EcCsGaizWu"
116,2017-05-16 16:02:17,20,0.0,864511331029921792,'U.S. Industrial Production Surged in April' https://t.co/S0Z4SEIRhi
117,2017-05-16 01:47:43,20,0.0,864296272844529664,"#PeaceOfficersMemorialDay and
#PoliceWeek Proclamation: https://t.co/o4IXVfZuHw https://t.co/UMJ6hklx4a"
118,2017-05-18 14:07:06,20,-0.7311,865207118785372160,"With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration, there was never a special counsel appointed!"
119,2017-05-18 11:39:19,20,-0.7311,865169927644340224,"With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration, there was never a special councel appointed!"
120,2017-05-16 11:13:00,20,-0.8658,864438529472049152,"...to terrorism and airline flight safety. Humanitarian reasons, plus I want Russia to greatly step up their fight against ISIS &amp; terrorism."
121,2017-05-08 11:32:24,19,0.9508,861544307043467264,Congratulations to @PGA_JohnDaly on his big win yesterday. John is a great guy who never gave up - and now a winner again!
122,2017-05-09 17:19:16,19,0.9041,861993986436866049,"It was an honor to welcome the Teachers of the Year to the WH last month. Today, we honor and thank all teachers!... https://t.co/sAUJfIZCwR"
123,2017-05-07 19:22:17,19,0.8398,861300169438113793,Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!
124,2017-05-12 21:16:56,19,0.8356,863140961114886144,"Today, I welcomed the Victory Christian Center School. Good luck @ the Team America Rocketry Challenge! #TARC Watch... https://t.co/wFrRsK2wuo"
125,2017-05-10 12:30:51,19,0.8074,862283792559616000,"years, as a pol in Connecticut, Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When...."
126,2017-05-13 18:57:33,19,0.7959,863468271668002817,"I was thrilled to be back @LibertyU. Congratulations to the Class of 2017! This is your day, and you've earned it.... https://t.co/87RYOPwBiY"
127,2017-05-12 11:59:00,19,0.7897,863000553265270786,"As a very active President with lots of things happening, it is not possible for my surrogates to stand at podium with perfect accuracy!...."
128,2017-05-12 12:07:36,19,0.787,863002719400976384,"...Maybe the best thing to do would be to cancel all future ""press briefings"" and hand out written responses for the sake of accuracy???"
129,2017-05-08 17:42:32,19,0.7783,861637456281690113,"Honored to welcome Georgia Prime Minister, Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence.... https://t.co/ohXXgTNtWB"
130,2017-05-10 11:21:02,19,0.6166,862266225157689349,"RT @DRUDGE_REPORT: MEXICO 2ND DEADLIEST COUNTRY; TOPS AFGHAN, IRAQ... https://t.co/i4FtSpLiHV"
131,2017-05-12 12:26:15,19,0.5983,863007411132649473,"James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!"
132,2017-05-10 11:19:04,19,0.5574,862265729718128641,"James Comey will be replaced by someone who will do a far better job, bringing back the spirit and prestige of the FBI."
133,2017-05-10 11:27:13,19,0.5562,862267781336752128,"Comey lost the confidence of almost everyone in Washington, Republican and Democrat alike. When things calm down, they will be thanking me!"
134,2017-05-13 17:54:31,19,0.5411,863452412459307009,Will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. (Saturday night). Enjoy!
135,2017-05-10 12:24:32,19,0.4767,862282202188566529,"Watching Senator Richard Blumenthal speak of Comey is a joke. ""Richie"" devised one of the greatest military frauds in U.S. history. For...."
136,2017-05-11 19:35:22,19,0.3818,862753016193089536,"'Presidential Executive Order on the Establishment of Presidential Advisory Commission on Election Integrity'
... https://t.co/kVG8r7qZS5"
137,2017-05-11 19:55:34,19,0.3612,862758098892619780,We finally agree on something Rosie. https://t.co/BSP5F3PgbZ
138,2017-05-12 13:20:04,19,0.3382,863020954427043840,"China just agreed that the U.S. will be allowed to sell beef, and other major products, into China once again. This is REAL news!"
139,2017-05-12 21:09:32,19,0.25,863139099825364994,"Today, @FLOTUS hosted a Military Mother's Day Event in the East Room of the WH. It was an honor to stop by, say hel... https://t.co/wNVB0PYoef"
140,2017-05-11 19:34:00,19,0.2263,862752672683839488,'Presidential Executive Order on Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure'... https://t.co/kQDBvXPekk
141,2017-05-11 20:34:25,19,0.186,862767872879325185,Russia must be laughing up their sleeves watching as the U.S. tears itself apart over a Democrat EXCUSE for losing the election.
142,2017-05-13 17:31:14,19,0.0,863446552559398916,We
143,2017-05-13 00:47:58,19,0.0,863194069891031041,"#WeeklyAddress
https://t.co/uT4K4fh88Y https://t.co/1iW7tVVNCH"
144,2017-05-11 21:54:24,19,0.0,862788002594127873,"Yesterday, on the same day- I had meetings with Russian Foreign Minister Sergei Lavrov and the FM of Ukraine, Pavlo... https://t.co/hm4U54DCQO"
145,2017-05-09 21:38:51,19,0.0,862059314277748736,"'Manufacturing openings, hires rise to highest levels of the recovery'
https://t.co/txFZDYYIOe"
146,2017-05-08 22:50:45,19,0.0,861715019674910721,Biggest story today between Clapper &amp; Yates is on surveillance. Why doesn't the media report on this? #FakeNews!
147,2017-05-08 14:43:35,19,0.0,861592420043157504,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel."
148,2017-05-08 11:23:05,19,0.0,861541965464207360,"RT @IsraeliPM: PM Benjamin Netanyahu at  weekly Cabinet meeting:
In two weeks, Israel will host @POTUS Trump on his first trip as President..."
149,2017-05-10 12:39:59,19,-0.0258,862286091759611905,"caught, he cried like a baby and begged for forgiveness...and now he is judge &amp; jury. He should be the one who is investigated for his acts."
150,2017-05-08 22:46:00,19,-0.2732,861713823505494016,"The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?"
151,2017-05-12 11:51:56,19,-0.3182,862998775731818496,"Again, the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election."
152,2017-05-10 12:57:16,19,-0.4767,862290442129461249,The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.
153,2017-05-08 22:43:39,19,-0.5249,861713233786404864,Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!
154,2017-05-12 11:53:48,19,-0.5255,862999243560288256,The Fake Media is working overtime today!
155,2017-05-07 11:37:35,19,-0.5562,861183225082806272,RT @brunelldonald: I thought about jobs that went overseas failing schools open borders not my skin color when I voted @realDonaldTrump! I...
156,2017-05-07 22:58:47,19,-0.5574,861354654856249344,Rexnord of Indiana made a deal during the Obama Administration to move to Mexico. Fired their employees. Tax product big that's sold in U.S.
157,2017-05-12 12:54:54,19,-0.5719,863014620516233216,"When James Clapper himself, and virtually everyone else with knowledge of the witch hunt, says there is no collusion, when does it end?"
158,2017-05-07 11:15:26,19,-0.5812,861177649179373569,When will the Fake Media ask about the Dems dealings with Russia &amp; why the DNC wouldn't allow the FBI to check their server or investigate?
159,2017-05-07 11:17:59,19,-0.5904,861178291671244800,"RT @FoxNews: .@POTUS: ""I'm not against the media. I'm against the FAKE media."" #CashinIn https://t.co/F7mBIj7iVL"
160,2017-05-10 11:28:38,19,-0.6037,862268135944192000,RT @DRUDGE_REPORT: 10 SCANDALS ON DIRECTOR'S WATCH... https://t.co/dnGY08wTBP
161,2017-05-08 22:41:12,19,-0.6486,861712617299210240,"Director Clapper reiterated what everybody, including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump."
162,2017-05-07 12:49:39,19,-0.7081,861201362834665472,Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!
163,2017-05-10 02:42:52,19,-0.7444,862135824745467905,"Cryin' Chuck Schumer stated recently, ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant.  #draintheswamp"
164,2017-05-08 11:57:42,19,-0.7542,861550676505219073,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.
165,2017-05-11 00:14:58,19,-0.7644,862460991451344896,"The Democrats should be ashamed. This is a disgrace!
#DrainTheSwamp https://t.co/UfbKEECm2V"
166,2017-05-10 19:23:52,19,-0.7798,862387734492663808,Dems have been complaining for months &amp; months about Dir. Comey. Now that he has been fired they PRETEND to be aggrieved. Phony hypocrites!
167,2017-05-10 11:10:48,19,-0.819,862263649821503489,"The Democrats have said some of the worst things about James Comey, including the fact that he should be fired, but now they play so sad!"
168,2017-04-30 12:05:31,18,0.954,858653541094879232,Big excitement last night in the Great State of Pennsylvania! Fantastic crowd and people. MAKE AMERICA GREAT AGAIN!
169,2017-05-05 12:52:36,18,0.9421,860477328882905089,"Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2, we will have truly great healthcare!"
170,2017-05-05 02:55:02,18,0.919,860326946147840001,It was a GREAT day for the United States of America! This is a great plan that is a repeal &amp; replace of ObamaCare.... https://t.co/0TnmLn55Lm
171,2017-05-02 21:08:14,18,0.908,859514893418082310,"Congratulations to the winners of the Commander-in-Chief's Trophy, the great Air Force Falcons! 
Watch:... https://t.co/HyxxFCfaUh"
172,2017-05-05 06:16:06,18,0.8126,860377543878348800,"An honor to welcome PM of Australia, @TurnbullMalcolm to America &amp; join him in marking the 75th Anniversary of the... https://t.co/foMUec7EAE"
173,2017-05-04 15:26:00,18,0.7269,860153543151542272,"Beautiful evening with Religious Leaders here at the WH last night. Join us now for a #NationalDayofPrayer, LIVE:... https://t.co/b8j1tWZJuv"
174,2017-05-01 20:30:42,18,0.7096,859143061678501892,"#ICYMI- On Saturday I signed two EO's to help keep jobs &amp; wealth in our country.
EO1: https://t.co/XJggnJAiPi 
EO2:... https://t.co/2iEten4SVl"
175,2017-05-04 11:07:35,18,0.6908,860088511202029569,Congratulations to @foxandfriends on its unbelievable ratings hike.
176,2017-05-05 23:34:36,18,0.6588,860638890570416132,Great jobs report today - It is all beginning to work!
177,2017-04-30 11:33:12,18,0.6588,858645405252374528,I will be interviewed on @FaceTheNation this morning at 10:00 A.M. Have a great day!
