,text,text
source_clean,b'Twitter for Android',b'Twitter for iPhone'
hour,,
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,4.0,2.0
7,6.0,4.0
8,1.0,2.0
9,1.0,3.0
10,2.0,0.0
11,0.0,1.0
12,0.0,1.0
13,1.0,1.0
14,0.0,0.0
15,0.0,0.0
16,0.0,1.0
17,0.0,0.0
18,0.0,3.0
19,3.0,0.0
20,1.0,0.0
21,0.0,3.0
22,0.0,1.0
23,0.0,1.0
