,,text,text,text,text,text,text
source,,Media Studio,Twitter Ads,Twitter Web Client,Twitter for Android,Twitter for iPad,Twitter for iPhone
year,month,,,,,,
2017,01,,,,,,
2017,02,,,,,,
2017,03,,,,,,
2017,04,,1.0,,,,2.0
2017,05,,,,,,
2017,06,,,,,,5.0
2017,07,,,,,,
2017,08,,,,,,
2017,09,,,,,,
2017,10,,,,,,5.0
2017,11,,,,,,7.0
2017,12,,,,,,5.0
2018,01,,,,,,
2018,02,,,,,,5.0
2018,03,,,,,,5.0
2018,04,1.0,,,,,4.0
2018,05,,,,,,9.0
2018,06,,,,,,11.0
2018,07,,,,,,14.0
2018,08,,,,,,11.0
