date,handle,text,url,exists
2017-02-08 22:07:18+00:00,realDonaldTrump,"'Trump administration seen as more truthful than news media'
https://t.co/6LmsR5JOSW",https://twitter.com/realDonaldTrump/status/829451566000242688,True
2017-02-08 17:41:09+00:00,realDonaldTrump,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",https://twitter.com/realDonaldTrump/status/829384587482656768,True
2017-02-08 15:23:29+00:00,realDonaldTrump,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the… https://t.co/Lysnv8ZR1h,https://twitter.com/realDonaldTrump/status/829349943613734912,True
2017-02-08 15:23:42+00:00,POTUS,RT @realDonaldTrump: Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the @WhiteHou…,https://twitter.com/POTUS/status/829349995715428352,True
2017-02-08 01:28:04+00:00,POTUS,"RT @realDonaldTrump: It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obs…",https://twitter.com/POTUS/status/829139702867427328,True
2017-02-08 19:40:35+00:00,POTUS,RT @realDonaldTrump: 'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE,https://twitter.com/POTUS/status/829414643743543296,True
2017-02-08 05:20:30+00:00,POTUS,Our thoughts and prayers are with everyone in southeastern Louisiana affected by today's severe tornadoes.,https://twitter.com/POTUS/status/829198197180473350,True
2017-02-09 01:09:48+00:00,POTUS,"RT @realDonaldTrump: Congratulations to our new Attorney General, @SenatorSessions! https://t.co/e0buP1K83z",https://twitter.com/POTUS/status/829497493046034432,True
2017-02-08 16:52:21+00:00,POTUS,RT @realDonaldTrump: My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the ri…,https://twitter.com/POTUS/status/829372305293922305,True
2017-02-09 01:22:22+00:00,POTUS,"RT @HouseGOP: Congratulations, @SenatorSessions! https://t.co/RiZLpHCfRW",https://twitter.com/POTUS/status/829500656025272320,True
2017-02-09 01:22:18+00:00,POTUS,RT @SenBobCorker: Proud to support @SenatorSessions and look forward to the work he will do on behalf of our country as AG. https://t.co/Y0…,https://twitter.com/POTUS/status/829500638899871744,True
2017-02-08 21:46:14+00:00,realDonaldTrump,"'Majority in Leading EU Nations Support Trump-Style Travel Ban' 
Poll of more than 10,000 people in 10 countries...https://t.co/KWsIWhtC9o",https://twitter.com/realDonaldTrump/status/829446266111287305,True
2017-02-08 15:51:01+00:00,realDonaldTrump,My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,https://twitter.com/realDonaldTrump/status/829356871848951809,True
2017-02-09 01:22:56+00:00,POTUS,RT @RepMarthaRoby: Such a proud moment for our state &amp; our country! Jeff Sessions has been confirmed as Attorney General of the United Stat…,https://twitter.com/POTUS/status/829500798761631744,True
2017-02-09 01:22:17+00:00,POTUS,"RT @JohnBoozman: While @SenatorSessions will be missed in the Senate, his strong adherence to the Constitution will be a welcome change at…",https://twitter.com/POTUS/status/829500634864943104,True
2017-02-09 02:45:32+00:00,POTUS,"RT @VP: Thank you to the DC metro area law enforcement agencies for their work protecting our communities, including new residents like our…",https://twitter.com/POTUS/status/829521585396711429,True
2017-02-08 19:39:51+00:00,realDonaldTrump,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE,https://twitter.com/realDonaldTrump/status/829414457126313986,True
2017-02-09 02:48:10+00:00,POTUS,RT @SenThadCochran: Voted tonight to confirm Jeff Sessions as Attorney General. I know he'll ensure our laws are enforced fairly and justly.,https://twitter.com/POTUS/status/829522247320604672,True
2017-02-09 02:48:06+00:00,POTUS,RT @RepGoodlatte: Congratulations to @SenatorSessions -  the next Attorney General of the United States! https://t.co/QkWaA2w9jt,https://twitter.com/POTUS/status/829522233190187009,True
2017-02-09 13:31:59+00:00,realDonaldTrump,"...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",https://twitter.com/realDonaldTrump/status/829684271812067328,True
2017-02-09 02:57:02+00:00,POTUS,"RT @SenateMajLdr: The Senate just confirmed @SenatorSessions as our Attorney General. @POTUS made an excellent choice, and our nation will…",https://twitter.com/POTUS/status/829524479193788416,True
2017-02-09 02:57:52+00:00,POTUS,RT @NationalSheriff: PRESS RELEASE: Sheriffs Applaud Confirmation of @SenatorSessions https://t.co/jA0HFDVAZn #sessionsconfirmation https:/…,https://twitter.com/POTUS/status/829524691408842756,True
2017-02-11 12:12:51+00:00,realDonaldTrump,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",https://twitter.com/realDonaldTrump/status/830389130311921667,True
2017-02-10 20:01:23+00:00,POTUS,Congratulations @SecPriceMD! The 23rd Secretary of @HHSGov! #ICYMI: @VP swearing Dr. Price in:… https://t.co/1pwNKXz54r,https://twitter.com/POTUS/status/830144654704275456,True
2017-02-10 21:33:09+00:00,POTUS,"Join me for my weekly address!
#ICYMI - you can watch here➡️https://t.co/aqiMrhwg94",https://twitter.com/POTUS/status/830167745765445634,True
2017-02-11 13:33:53+00:00,realDonaldTrump,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",https://twitter.com/realDonaldTrump/status/830409522397184000,True
2017-02-09 13:52:31+00:00,realDonaldTrump,"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",https://twitter.com/realDonaldTrump/status/829689436279603206,True
2017-02-10 13:35:50+00:00,realDonaldTrump,"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",https://twitter.com/realDonaldTrump/status/830047626414477312,True
2017-02-11 13:18:43+00:00,realDonaldTrump,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",https://twitter.com/realDonaldTrump/status/830405706255912960,True
2017-02-09 23:35:49+00:00,realDonaldTrump,"SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!",https://twitter.com/realDonaldTrump/status/829836231802515457,True
2017-02-11 23:00:21+00:00,realDonaldTrump,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",https://twitter.com/realDonaldTrump/status/830552079240409089,True
2017-02-11 13:24:32+00:00,realDonaldTrump,"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",https://twitter.com/realDonaldTrump/status/830407172747988992,True
2017-02-11 21:25:18+00:00,POTUS,RT @FLOTUS: Thank you @morikamimuseum for the inspirational presentation of your sacred gardens &amp; life &amp; culture in Japan. https://t.co/Jxf…,https://twitter.com/POTUS/status/830528159930019841,True
2017-02-09 15:49:30+00:00,POTUS,"Join us live at the @WhiteHouse for the swearing in of our new Attorney General, @SenatorSessions!  
LIVE:… https://t.co/OkIpP2UQLn",https://twitter.com/POTUS/status/829718879383457793,True
2017-02-10 19:48:19+00:00,POTUS,An honor to host Prime Minister @AbeShinzo in the United States. https://t.co/f6TvfZ6sMj,https://twitter.com/POTUS/status/830141366059536384,True
2017-02-09 21:54:49+00:00,POTUS,RT @FoxNews: EARLIER: @POTUS hosts senators for meeting focused on Supreme Court nominee. https://t.co/MnB7HmQ4mx,https://twitter.com/POTUS/status/829810812508372992,True
2017-02-09 15:58:01+00:00,realDonaldTrump,"Join us live in the Oval Office for the swearing in of our new Attorney General, @SenatorSessions!
LIVE:… https://t.co/QeW6vjog4A",https://twitter.com/realDonaldTrump/status/829721019720015872,True
2017-02-09 13:19:08+00:00,realDonaldTrump,"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",https://twitter.com/realDonaldTrump/status/829681034564341760,True
2017-02-10 13:15:27+00:00,realDonaldTrump,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",https://twitter.com/realDonaldTrump/status/830042498806460417,True
2017-02-11 23:15:34+00:00,realDonaldTrump,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",https://twitter.com/realDonaldTrump/status/830555911559249926,True
2017-02-09 13:26:07+00:00,realDonaldTrump,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,https://twitter.com/realDonaldTrump/status/829682794951475200,True
2017-02-09 17:25:51+00:00,POTUS,RT @VP: Privileged to swear in Attorney General Jeff Sessions. @POTUS &amp; I have faith in your commitment to the Constitution &amp; equal justice…,https://twitter.com/POTUS/status/829743126441029633,True
2017-02-09 11:57:59+00:00,realDonaldTrump,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",https://twitter.com/realDonaldTrump/status/829660612452036608,True
2017-02-09 17:28:20+00:00,POTUS,Congratulations Attorney General Jeff Sessions! https://t.co/12TwvGRGfp,https://twitter.com/POTUS/status/829743749978791939,True
2017-02-10 23:24:51+00:00,realDonaldTrump,Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinzō earlier today. https://t.co/4JFhyYdeHO,https://twitter.com/realDonaldTrump/status/830195857530183684,True
2017-02-11 18:28:31+00:00,realDonaldTrump,"Having a great time hosting Prime Minister Shinzo Abe in the United States! 
https://t.co/Fvjsac89qS… https://t.co/hKqbMB2aQ9",https://twitter.com/realDonaldTrump/status/830483672096768001,True
2017-02-07 12:04:01+00:00,realDonaldTrump,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1in terror, no problem!",https://twitter.com/realDonaldTrump/status/828937357147635713,False
2017-02-12 03:34:34+00:00,POTUS,LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/HMsYN43VnE,https://twitter.com/POTUS/status/830621089441185792,True
2017-02-11 23:24:08+00:00,realDonaldTrump,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",https://twitter.com/realDonaldTrump/status/830558065715998726,True
2017-02-15 11:40:32+00:00,realDonaldTrump,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,https://twitter.com/realDonaldTrump/status/831830548565852160,True
2017-02-12 13:04:49+00:00,realDonaldTrump,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",https://twitter.com/realDonaldTrump/status/830764596235485188,True
2017-02-14 21:48:10+00:00,realDonaldTrump,"'Remarks by President Trump at Signing of H.J. Resolution 41'
https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br",https://twitter.com/realDonaldTrump/status/831621079747723264,True
2017-02-12 11:34:45+00:00,realDonaldTrump,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers &amp; others are being removed!",https://twitter.com/realDonaldTrump/status/830741932099960834,True
2017-02-15 00:38:05+00:00,POTUS,"RT @VP: As @DeptVetAffairs Secretary, Dr. David Shulkin will fulfill our nation's promise to care for those who have sacrificed for our fre…",https://twitter.com/POTUS/status/831663837732564992,True
2017-02-14 20:56:14+00:00,POTUS,"Watch Dr. David Shulkin- new @DeptVetAffairs Secretary being sworn-in by @VP Pence:
https://t.co/fjJOpFkqi5 https://t.co/s9ZGynLM2i",https://twitter.com/POTUS/status/831608007960252417,True
2017-02-14 02:57:05+00:00,realDonaldTrump,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,https://twitter.com/realDonaldTrump/status/831336432073658368,True
2017-02-12 13:23:18+00:00,realDonaldTrump,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,https://twitter.com/realDonaldTrump/status/830769247185952772,True
2017-02-12 11:55:10+00:00,realDonaldTrump,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",https://twitter.com/realDonaldTrump/status/830747067379232769,True
2017-02-14 20:21:59+00:00,realDonaldTrump,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot,https://twitter.com/realDonaldTrump/status/831599387906301952,True
2017-02-13 18:50:57+00:00,realDonaldTrump,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and th… https://t.co/wAoCOaYeZ6,https://twitter.com/realDonaldTrump/status/831214091993751552,True
2017-02-14 21:00:25+00:00,POTUS,"Congratulations to our new Administrator of the Small Business Administration, Linda McMahon! Swearing-in:… https://t.co/lEkOxCr0bV",https://twitter.com/POTUS/status/831609061175078913,True
2017-02-13 16:59:06+00:00,realDonaldTrump,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,https://twitter.com/realDonaldTrump/status/831185943482793986,True
2017-02-12 12:14:16+00:00,realDonaldTrump,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",https://twitter.com/realDonaldTrump/status/830751875578355713,True
2017-02-12 22:19:05+00:00,realDonaldTrump,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,https://twitter.com/realDonaldTrump/status/830904083519242241,True
2017-02-15 00:38:03+00:00,POTUS,"RT @VP: Small business is at the heart of the American success story, &amp; @Linda_McMahon knows this better than most. No one more fitting to…",https://twitter.com/POTUS/status/831663829511700481,True
2017-02-15 12:08:12+00:00,realDonaldTrump,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,https://twitter.com/realDonaldTrump/status/831837514226921472,True
2017-02-12 05:02:01+00:00,realDonaldTrump,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,https://twitter.com/realDonaldTrump/status/830643095150657536,True
2017-02-14 20:37:37+00:00,POTUS,"Remarks by President Trump at Swearing-In Ceremony for Treasury Secretary Mnuchin
https://t.co/5PJiztgMMx",https://twitter.com/POTUS/status/831603323631497218,True
2017-02-13 15:53:08+00:00,realDonaldTrump,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,https://twitter.com/realDonaldTrump/status/831169341358014475,True
2017-02-14 22:50:33+00:00,realDonaldTrump,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. 
https://t.co/glWEQ0lNR4",https://twitter.com/realDonaldTrump/status/831636777110757377,True
2017-02-12 03:23:13+00:00,realDonaldTrump,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,https://twitter.com/realDonaldTrump/status/830618234726543360,True
2017-02-12 15:41:55+00:00,realDonaldTrump,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,https://twitter.com/realDonaldTrump/status/830804130692268032,True
2017-02-14 20:39:23+00:00,POTUS,"Remarks by President Trump at Parent-Teacher Conference Listening Session 
https://t.co/qZC9KQDsDK",https://twitter.com/POTUS/status/831603766554132481,True
2017-02-14 14:28:54+00:00,realDonaldTrump,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,https://twitter.com/realDonaldTrump/status/831510532318429184,True
2017-02-14 03:30:45+00:00,realDonaldTrump,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4,https://twitter.com/realDonaldTrump/status/831344902990655489,True
2017-02-15 12:19:18+00:00,realDonaldTrump,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,https://twitter.com/realDonaldTrump/status/831840306161123328,True
2017-02-15 12:28:37+00:00,realDonaldTrump,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",https://twitter.com/realDonaldTrump/status/831842652085686273,True
2017-02-16 14:10:49+00:00,realDonaldTrump,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",https://twitter.com/realDonaldTrump/status/832230758299340800,True
2017-02-15 16:34:27+00:00,realDonaldTrump,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,https://twitter.com/realDonaldTrump/status/831904516316479489,True
2017-02-15 12:42:20+00:00,realDonaldTrump,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,https://twitter.com/realDonaldTrump/status/831846101179314177,True
2017-02-15 21:34:05+00:00,realDonaldTrump,"Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace 
https://t.co/dmHL7xIEQv",https://twitter.com/realDonaldTrump/status/831979921555742732,True
2017-02-17 19:12:10+00:00,POTUS,"Congratulations to our new @EPA Administrator, Scott Pruitt! https://t.co/TuZFWdrTmn",https://twitter.com/POTUS/status/832668984537468928,True
2017-02-17 15:22:56+00:00,POTUS,RT @WhiteHouse: Join us at 11am EST for @POTUS Trump's Weekly Address: https://t.co/yNfQwKdlE2 https://t.co/0RRosyS5EB,https://twitter.com/POTUS/status/832611295832768513,True
2017-02-17 02:44:36+00:00,POTUS,'President Trump Hosts Israeli Prime Minister Benjamin Netanyahu at the White House' https://t.co/5bRbbeHhKK https://t.co/iJYf9AU89t,https://twitter.com/POTUS/status/832420455281807366,True
2017-02-17 14:11:15+00:00,POTUS,"RT @PressSec: .@POTUS heading to Charleston, SC to unveil the new @Boeing 787 Dreamliner.",https://twitter.com/POTUS/status/832593253379796992,True
2017-02-15 16:57:50+00:00,POTUS,Join us live! -DJT https://t.co/2qhxW1Cukd,https://twitter.com/POTUS/status/831910401214468096,True
2017-02-15 13:13:10+00:00,realDonaldTrump,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",https://twitter.com/realDonaldTrump/status/831853862281699331,True
2017-02-17 11:38:20+00:00,realDonaldTrump,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",https://twitter.com/realDonaldTrump/status/832554772318322688,True
2017-02-16 14:39:52+00:00,realDonaldTrump,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",https://twitter.com/realDonaldTrump/status/832238070460186625,True
2017-02-16 11:34:46+00:00,realDonaldTrump,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,https://twitter.com/realDonaldTrump/status/832191485701451777,True
2017-02-15 15:27:06+00:00,POTUS,"Join me live - for a listening session with the Retail Industry Leaders Association at the @WhiteHouse. 
Watch: https://t.co/CQIWupTTb9",https://twitter.com/POTUS/status/831887566618124288,True
2017-02-16 21:59:32+00:00,POTUS,RT @netanyahu: An excellent meeting with @VP Mike Pence – a true friend of Israel! https://t.co/XMp2gVOOD2,https://twitter.com/POTUS/status/832348714475876356,True
2017-02-17 10:13:32+00:00,realDonaldTrump,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",https://twitter.com/realDonaldTrump/status/832533430168608768,True
2017-02-16 23:44:54+00:00,realDonaldTrump,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,https://twitter.com/realDonaldTrump/status/832375230274400256,True
2017-02-15 19:17:59+00:00,realDonaldTrump,"Welcome to the United States, @IsraeliPM Benjamin &amp; Sara!
#ICYMI🇺🇸🇮🇱Joint Press Conference: 
https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP",https://twitter.com/realDonaldTrump/status/831945670324060164,True
2017-02-17 04:26:38+00:00,POTUS,"'President Trump: Putting Coal Country Back to Work'
https://t.co/t8mgQJq0fL",https://twitter.com/POTUS/status/832446133293215744,True
2017-02-15 23:59:26+00:00,realDonaldTrump,"Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN",https://twitter.com/realDonaldTrump/status/832016501657968640,True
2017-02-15 23:59:34+00:00,POTUS,"RT @realDonaldTrump: Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) out…",https://twitter.com/POTUS/status/832016533949972481,True
